# This is an example output file from coverage_stats_single.py.
# This is used by coverage_report_single to generate a report.

    chrom exon_start   exon_end     gene              tx exon  min    mean  max     10x     20x     30x     50x    100x
0       1   17380443   17380514     SDHB     NM_003000.2    1   36   45.85   64  100.00  100.00  100.00   29.58    0.00
1       1   17371256   17371383     SDHB     NM_003000.2    2   37   65.57   80  100.00  100.00  100.00   90.55    0.00
2       1   17359555   17359640     SDHB     NM_003000.2    3   72   90.27  101  100.00  100.00  100.00  100.00    4.71
3       1   17355095   17355231     SDHB     NM_003000.2    4   86  124.53  149  100.00  100.00  100.00  100.00   79.41
4       1   17354244   17354360     SDHB     NM_003000.2    5   64  101.88  119  100.00  100.00  100.00  100.00   67.24
5       1   17350468   17350569     SDHB     NM_003000.2    6   38   51.65   56  100.00  100.00  100.00   76.24    0.00
6       1   17349103   17349225     SDHB     NM_003000.2    7   62   93.64  116  100.00  100.00  100.00  100.00   40.98
7       1   17345376   17345453     SDHB     NM_003000.2    8   49   76.90   94  100.00  100.00  100.00   98.70    0.00
8       1   45805891   45805926    MUTYH  NM_001128425.1    1   30   40.11   49  100.00  100.00   97.14    0.00    0.00
9       1   45800063   45800183    MUTYH  NM_001128425.1    2   59   82.65   98  100.00  100.00  100.00  100.00    0.00
10      1   45799085   45799275    MUTYH  NM_001128425.1    3   23   44.00   52  100.00  100.00   98.42    3.68    0.00
11      1   45798957   45798996    MUTYH  NM_001128425.1    4   48   50.92   56  100.00  100.00  100.00   41.03    0.00
12      1   45798769   45798842    MUTYH  NM_001128425.1    5   44   60.14   66  100.00  100.00  100.00   87.67    0.00
13      1   45798590   45798631    MUTYH  NM_001128425.1    6   39   43.39   49  100.00  100.00  100.00    0.00    0.00
14      1   45798435   45798506    MUTYH  NM_001128425.1    7   45   53.25   57  100.00  100.00  100.00   83.10    0.00
15      1   45798246   45798359    MUTYH  NM_001128425.1    8   57   64.34   72  100.00  100.00  100.00  100.00    0.00
16      1   45798063   45798160    MUTYH  NM_001128425.1    9   49   56.51   64  100.00  100.00  100.00   87.63    0.00
17      1   45797838   45797982    MUTYH  NM_001128425.1   10   45   75.67   93  100.00  100.00  100.00   92.36    0.00
18      1   45797695   45797758    MUTYH  NM_001128425.1   11   55   64.81   72  100.00  100.00  100.00  100.00    0.00
19      1   45797333   45797521    MUTYH  NM_001128425.1   12   52   89.02  111  100.00  100.00  100.00  100.00   34.57
20      1   45797092   45797228    MUTYH  NM_001128425.1   13   63   87.14  105  100.00  100.00  100.00  100.00    6.62
